n_real,generador,ratio,seed,n_synth,n_train,val_mse,test_mse,test_mae,test_r2,epoca_mejor,segundos
250,block_bootstrap,30,0,7500,7750,0.47633060812950134,0.15533141791820526,0.31098851561546326,0.2800561189651489,56,27.6
250,block_bootstrap,30,1,7500,7750,0.5557883977890015,0.1766049861907959,0.31906643509864807,0.18145549297332764,32,27.4
250,block_bootstrap,30,2,7500,7750,0.6182104349136353,0.19857072830200195,0.33690929412841797,0.07964670658111572,102,27.4
250,vae,30,0,7500,7750,0.4848271310329437,0.15759319067001343,0.31341713666915894,0.26957303285598755,65,28.3
250,vae,30,1,7500,7750,0.5822765827178955,0.19246144592761993,0.3330090641975403,0.10796254873275757,120,28.6
250,vae,30,2,7500,7750,0.5596218705177307,0.178909569978714,0.3202019929885864,0.17077398300170898,85,28.4
250,wgan_gp,30,0,7500,7750,0.5986672639846802,0.17345751821994781,0.3268629014492035,0.19604367017745972,111,33.3
250,wgan_gp,30,1,7500,7750,0.6452527046203613,0.20880448818206787,0.35589900612831116,0.032214343547821045,140,33.6
250,wgan_gp,30,2,7500,7750,0.540050208568573,0.1718849092721939,0.31760552525520325,0.2033325433731079,69,31.7
250,realnvp,30,0,7500,7750,0.6828517317771912,0.21765485405921936,0.3648497760295868,-0.008806109428405762,0,32.6
250,realnvp,30,1,7500,7750,0.46862655878067017,0.16016657650470734,0.30659258365631104,0.2576456665992737,18,32.2
250,realnvp,30,2,7500,7750,0.49215149879455566,0.16086389124393463,0.30988505482673645,0.2544137239456177,15,33.3
500,ninguno,0.0,0,0,500,0.4464818239212036,0.14214879274368286,0.2968779504299164,0.34115612506866455,159,6.9
500,ninguno,0.0,1,0,500,0.42963969707489014,0.15907010436058044,0.30331552028656006,0.2627277374267578,251,6.9
500,ninguno,0.0,2,0,500,0.4691449999809265,0.16135099530220032,0.304232656955719,0.25215601921081543,253,6.8
500,jitter,1,0,500,1000,0.4536026120185852,0.14650118350982666,0.29831698536872864,0.32098329067230225,107,7.5
500,jitter,1,1,500,1000,0.4314248561859131,0.1561608612537384,0.3006654679775238,0.2762117385864258,205,7.5
500,jitter,1,2,500,1000,0.4621393084526062,0.15654483437538147,0.299145370721817,0.27443206310272217,272,7.5
500,gaussiana,1,0,500,1000,0.4366779327392578,0.14590765535831451,0.29858502745628357,0.32373422384262085,211,7.5
