n_real,generador,ratio,seed,n_synth,n_train,val_mse,test_mse,test_mae,test_r2,epoca_mejor,segundos,receta
250,realnvp,0.5,1,125,375,0.6861440539360046,0.2342508882284164,0.3725650310516357,-0.0048810243606567,6,3.4,f16761a9
250,realnvp,0.5,2,125,375,0.5945734977722168,0.2055990993976593,0.3502456247806549,0.1180283427238464,99,3.4,f16761a9
250,jitter,0.752,0,188,438,0.4582588672637939,0.1723877489566803,0.3127173781394958,0.2604972124099731,57,3.2,f16761a9
250,jitter,0.752,1,188,438,0.6642705202102661,0.2273191809654235,0.3629774153232574,0.0248543620109558,99,3.2,f16761a9
250,jitter,0.752,2,188,438,0.5403079390525818,0.1891076266765594,0.3355186283588409,0.1887729167938232,99,3.2,f16761a9
250,gaussiana,0.752,0,188,438,0.5260558724403381,0.1865210980176925,0.3195835649967193,0.1998685002326965,74,3.2,f16761a9
250,gaussiana,0.752,1,188,438,0.6850154399871826,0.2338338941335678,0.3723090887069702,-0.0030922889709472,5,3.4,f16761a9
250,gaussiana,0.752,2,188,438,0.6118984818458557,0.2088858187198639,0.349465936422348,0.1039291024208068,99,3.2,f16761a9
250,block_bootstrap,0.752,0,188,438,0.5519006252288818,0.1930659860372543,0.3295767903327942,0.171792447566986,87,3.3,f16761a9
250,block_bootstrap,0.752,1,188,438,0.6730769872665405,0.2285297513008117,0.3679896891117096,0.0196612477302551,73,3.8,f16761a9
250,block_bootstrap,0.752,2,188,438,0.6079601645469666,0.2000444680452346,0.3424059152603149,0.1418564319610595,99,3.3,f16761a9
250,vae,0.752,0,188,438,0.5272775292396545,0.1859687119722366,0.321546733379364,0.2022380828857422,64,3.3,f16761a9
250,vae,0.752,1,188,438,0.6737353205680847,0.2296576052904129,0.3662522733211517,0.0148230195045471,99,3.2,f16761a9
250,vae,0.752,2,188,438,0.5641191005706787,0.1981312930583953,0.3405582010746002,0.1500635147094726,99,3.3,f16761a9
250,realnvp,0.752,0,188,438,0.4483070075511932,0.16876220703125,0.3089954555034637,0.2760499119758606,63,3.5,f16761a9
250,realnvp,0.752,1,188,438,0.6860082149505615,0.2340536117553711,0.3742811381816864,-0.0040347576141357,7,3.4,f16761a9
250,realnvp,0.752,2,188,438,0.6137117147445679,0.2102160453796386,0.3545467853546142,0.0982227325439453,99,3.5,f16761a9
250,jitter,1.0,0,250,500,0.4830071628093719,0.1788377910852432,0.3150389194488525,0.2328280806541443,59,3.2,f16761a9
250,jitter,1.0,1,250,500,0.6659224629402161,0.2281967252492904,0.3638513386249542,0.0210898518562316,99,3.2,f16761a9
250,jitter,1.0,2,250,500,0.5297173857688904,0.1859816163778305,0.3311552405357361,0.2021827101707458,99,3.2,f16761a9
250,gaussiana,1.0,0,250,500,0.5369536876678467,0.1884883195161819,0.3214489817619324,0.1914295554161071,67,3.2,f16761a9
250,gaussiana,1.0,1,250,500,0.6846883296966553,0.2337315380573272,0.3723388016223907,-0.0026531219482421,5,3.2,f16761a9
250,gaussiana,1.0,2,250,500,0.6340311765670776,0.2137985825538635,0.3534189760684967,0.0828545093536377,99,3.3,f16761a9
250,block_bootstrap,1.0,0,250,500,0.566510021686554,0.1965773105621338,0.333026647567749,0.1567296981811523,88,3.2,f16761a9
250,block_bootstrap,1.0,1,250,500,0.6741297841072083,0.2289690524339676,0.3692140281200409,0.0177767872810363,99,3.2,f16761a9
250,block_bootstrap,1.0,2,250,500,0.6027445197105408,0.1983034461736679,0.3401451408863067,0.1493250131607055,90,3.2,f16761a9
250,vae,1.0,0,250,500,0.5120663046836853,0.182662695646286,0.3185854256153106,0.2164201140403747,62,3.4,f16761a9
250,vae,1.0,1,250,500,0.669544517993927,0.227831557393074,0.3640138804912567,0.0226563811302185,99,3.3,f16761a9
250,vae,1.0,2,250,500,0.5988073945045471,0.2059018164873123,0.3479814827442169,0.1167297959327697,99,3.4,f16761a9
250,realnvp,1.0,0,250,500,0.4518940448760986,0.1687299460172653,0.309193879365921,0.276188313961029,66,3.6,f16761a9
250,realnvp,1.0,1,250,500,0.6859142184257507,0.2340390980243683,0.37421315908432,-0.0039725303649902,7,3.5,f16761a9
250,realnvp,1.0,2,250,500,0.5842406153678894,0.2045013904571533,0.3492607772350311,0.1227372884750366,99,3.6,f16761a9
250,jitter,3.0,0,750,1000,0.6026636362075806,0.2101969122886657,0.3407020270824432,0.098304808139801,88,4.0,f16761a9
250,jitter,3.0,1,750,1000,0.6659138202667236,0.2271017134189605,0.3622070550918579,0.0257872343063354,99,4.1,f16761a9
250,jitter,3.0,2,750,1000,0.4836798310279846,0.1751137673854828,0.3209126591682434,0.2488032579421997,66,4.2,f16761a9
250,gaussiana,3.0,0,750,1000,0.6487702131271362,0.2202250957489013,0.3533566296100616,0.0552862882614135,99,4.2,f16761a9
250,gaussiana,3.0,1,750,1000,0.684689462184906,0.2337275892496109,0.3723814189434051,-0.0026361942291259,5,4.1,f16761a9
250,gaussiana,3.0,2,750,1000,0.6381099224090576,0.2151170223951339,0.3547716736793518,0.0771987438201904,99,4.2,f16761a9
250,block_bootstrap,3.0,0,750,1000,0.5914620161056519,0.2022652477025985,0.3376859724521637,0.1323298215866089,67,4.2,f16761a9
250,block_bootstrap,3.0,1,750,1000,0.6839085817337036,0.2334373593330383,0.3722573816776275,-0.0013911724090576,5,4.2,f16761a9
250,block_bootstrap,3.0,2,750,1000,0.574468731880188,0.1932253837585449,0.3360050618648529,0.1711086630821228,99,4.3,f16761a9
250,vae,3.0,0,750,1000,0.7109706997871399,0.2371011078357696,0.3677609860897064,-0.0171078443527221,99,4.2,f16761a9
250,vae,3.0,1,750,1000,0.6855857968330383,0.2340666651725769,0.372586190700531,-0.0040907859802246,6,4.3,f16761a9
250,vae,3.0,2,750,1000,0.6707034707069397,0.2284862846136093,0.3678826689720154,0.0198477506637573,99,4.2,f16761a9
